account_id|campaign_id|creative_id|impressions_id|date|sum|count|mean
133179441837704470|320|33548|13511141|2017-04-01|75623.0|5|15124.6
133179441837704470|320|33548|44190509|2017-04-01|38075.0|5|7615.0
133770658672714657|320|33548|723979514346|2017-04-01|7782.0|2|3891.0
135444746949718660|320|33548|7834396|2017-04-02|37854.0|5|7570.8
135444746949718660|320|33548|69235457|2017-04-01|74971.0|5|14994.2
135652381284982298|320|33548|86679568|2017-04-01|40797.0|5|8159.4
137203508061596713|320|33548|451248805791|2017-04-02|77075.0|5|15415.0
141240860354536926|320|33548|87339901|2017-04-01|39216.0|5|7843.2
141643711505762635|320|33548|61479689|2017-04-01|76283.0|5|15256.6
141643711505762635|320|33548|71618008|2017-04-02|76052.0|5|15210.4
141643711505762635|320|33548|82553129|2017-04-01|31785.0|5|6357.0
141774478602044359|320|33548|63805211|2017-04-01|77164.0|5|15432.8
142365346954149868|320|33548|10161292|2017-04-01|39024.0|5|7804.8
142441412918580460|320|33548|47753079|2017-04-01|39266.0|5|7853.2
142543978805204169|320|33548|340434774262|2017-04-02|74533.0|5|14906.6
144614306832385096|320|33548|76618578|2017-04-01|40174.0|5|8034.8
144921875292623857|320|33548|28074016|2017-04-02|75387.0|5|15077.4
145545250091819882|320|33548|3994199|2017-04-02|43919.0|5|8783.8
145545250091819882|320|33548|56928566|2017-04-02|38736.0|5|7747.2
147350859670433336|320|33548|30957008|2017-04-01|76530.0|5|15306.0
147350859670433336|320|33548|77501230|2017-04-01|42758.0|5|8551.6
147362142207326403|320|33548|48644232|2017-04-02|35559.0|5|7111.8
147362142207326403|320|33548|94802677|2017-04-02|7479.0|2|3739.5
147814085958787484|320|33548|167685399172|2017-04-02|37166.0|5|7433.2
147814085958787484|320|33548|647124632104|2017-04-02|75380.0|5|15076.0
147861250384458724|320|33548|73963100|2017-04-01|44208.0|5|8841.6
148276752013027103|320|33548|72149249|2017-04-01|38553.0|5|7710.6
148276752013027103|320|33548|84706048|2017-04-01|76217.0|5|15243.4
149006634938678437|320|33548|61898228|2017-04-02|76506.0|5|15301.2
149006634938678437|320|33548|91530435|2017-04-02|77455.0|5|15491.0
152514536610485147|320|33548|13681818|2017-04-01|75738.0|5|15147.6
152514536610485147|320|33548|14300175|2017-04-02|75110.0|5|15022.0
152514536610485147|320|33548|72477407|2017-04-02|75105.0|5|15021.0
155704997850822963|320|33548|41622189|2017-04-01|38879.0|5|7775.8
155922204719458891|320|33548|16646542|2017-04-01|37595.0|5|7519.0
155922204719458891|320|33548|36447660|2017-04-01|76331.0|5|15266.2
155922204719458891|320|33548|66294559|2017-04-02|39414.0|5|7882.8
155922204719458891|320|33548|70411016|2017-04-01|75174.0|5|15034.8
155922204719458891|320|33548|73795465|2017-04-02|77276.0|5|15455.2
156155286091306500|320|33548|22746833|2017-04-02|78314.0|5|15662.8
156155286091306500|320|33548|49785719|2017-04-01|38858.0|5|7771.6
156211387507473637|320|33548|65285784|2017-04-01|37426.0|5|7485.2
158232332568768500|320|33548|85676502|2017-04-02|38281.0|5|7656.2
158592059571205233|320|33548|437204806219|2017-04-01|3.0|1|3.0
159786677294896740|320|33548|84231414|2017-04-01|75977.0|5|15195.4
160412754793640046|320|33548|83790930|2017-04-01|235.0|1|235.0
160836266912263018|320|33548|79570553|2017-04-01|66341.0|4|16585.25
161122832248064360|320|33548|20738996|2017-04-02|39287.0|5|7857.4
163322800557046461|320|33548|24901012|2017-04-02|39333.0|5|7866.6
163322800557046461|320|33548|45417018|2017-04-01|38231.0|5|7646.2
165894154955531029|320|33548|87638570|2017-04-01|41078.0|5|8215.6
166786034305546114|320|33548|81259784|2017-04-01|82298.0|5|16459.6
166859166768058065|320|33548|152609266380|2017-04-01|60801.0|3|20267.0
168024748872707351|320|33548|358072428418|2017-04-02|7591.0|2|3795.5
168994027546904130|320|33548|60249487|2017-04-01|37987.0|5|7597.4
168994027546904130|320|33548|67944087|2017-04-01|38038.0|5|7607.6
169516594394560234|320|33548|42929885|2017-04-01|37038.0|5|7407.6
172802658632792092|320|33548|717424665434|2017-04-01|38283.0|5|7656.6
174367966527410975|320|33548|80884193|2017-04-01|37537.0|5|7507.4
174367966527410975|320|33548|87154844|2017-04-01|37468.0|5|7493.6
175891030217525325|320|33548|90461176|2017-04-01|75180.0|5|15036.0
176770264811541313|320|33548|949269551530|2017-04-01|40576.0|5|8115.2
179342009776270234|320|33548|64785148|2017-04-01|37441.0|5|7488.2
179743184558275052|320|33548|50324190|2017-04-02|76402.0|5|15280.4
181123155617960236|320|33548|930590656356|2017-04-01|37071.0|5|7414.2
182114404371927856|320|33548|4914738|2017-04-02|37311.0|5|7462.2
182114404371927856|320|33548|88794334|2017-04-02|37345.0|5|7469.0
182601623936998505|320|33548|230188132043|2017-04-01|74270.0|5|14854.0
182601623936998505|320|33548|542344655111|2017-04-01|36419.0|5|7283.8
182601623936998505|320|33548|728107236958|2017-04-01|38307.0|5|7661.4
182601623936998505|320|33548|747317911722|2017-04-02|76060.0|5|15212.0
182601623936998505|320|33548|814631154870|2017-04-02|76256.0|5|15251.2
183137666663794820|320|33548|82933400|2017-04-01|15165.0|1|15165.0
183592556867444418|320|33548|441858|2017-04-01|73817.0|5|14763.4
184122562254827232|320|33548|491192568067|2017-03-31|37405.0|5|7481.0
184372497311265431|320|33548|93326519|2017-04-02|76558.0|5|15311.6
184819843424852765|320|33548|805919568913|2017-04-02|73920.0|5|14784.0
185568538797796950|320|33548|70945054|2017-04-02|76005.0|5|15201.0
185991747277315305|320|33548|63499853|2017-04-02|76202.0|5|15240.4
185991747277315305|320|33548|95626850|2017-04-02|77389.0|5|15477.8
187154510945418946|320|33548|34485904|2017-04-01|32809.0|3|10936.3333333
187154510945418946|320|33548|72131359|2017-04-01|37495.0|5|7499.0
189727773429899969|320|33548|301176228486|2017-04-02|77420.0|5|15484.0
195263565097328189|320|33548|40947528|2017-04-01|81957.0|5|16391.4
196783604738981226|320|33548|61503051|2017-04-02|75628.0|5|15125.6
198854205851289681|320|33548|83946294|2017-04-01|24137.0|4|6034.25
204452612907725775|320|33548|32585818|2017-04-01|75179.0|5|15035.8
204585864694099060|320|33548|23128672|2017-04-02||0|
205571178049860614|320|33548|57009253|2017-04-01|38171.0|5|7634.2
205658332062969696|320|33548|13430356|2017-04-01|94647.0|5|18929.4
207092610340533719|320|33548|20640099|2017-04-01|75543.0|5|15108.6
207410968649285410|320|33548|12963595|2017-04-01|37532.0|5|7506.4
209017516682193730|320|33548|358959333093|2017-04-01|39694.0|5|7938.8
209017516682193730|320|33548|853321843798|2017-04-01|77395.0|5|15479.0
210393149323364145|320|33548|3090914|2017-04-01|77331.0|5|15466.2
210393149323364145|320|33548|92513314|2017-04-01|76615.0|5|15323.0
211266994442212753|320|33548|25129724|2017-04-02|43115.0|5|8623.0
212821471957915777|320|33548|30958378|2017-04-01|37315.0|5|7463.0
214073866217018766|320|33548|69217906|2017-04-02|51767.0|5|10353.4
214073866217018766|320|33548|85925009|2017-04-02|38348.0|5|7669.6
215050635808853113|320|33548|67484315|2017-04-02|76132.0|5|15226.4
215170788859505137|320|33548|12708722|2017-04-01|39496.0|5|7899.2
215170788859505137|320|33548|20086788|2017-04-01|77112.0|5|15422.4
215170788859505137|320|33548|26859910|2017-04-02|0.0|5|0.0
215170788859505137|320|33548|29307082|2017-04-02|38258.0|5|7651.6
215170788859505137|320|33548|34530533|2017-04-01|0.0|3|0.0
215170788859505137|320|33548|41760197|2017-04-01|76078.0|5|15215.6
215170788859505137|320|33548|46361425|2017-03-31|77028.0|4|19257.0
215170788859505137|320|33548|56048568|2017-04-02|0.0|5|0.0
215925689061973361|320|33548|88418164|2017-04-02|75190.0|5|15038.0
217298593100212705|320|33548|804515582276|2017-04-01|80074.0|5|16014.8
217529070344910438|320|33548|54559068|2017-04-01|38102.0|5|7620.4
217529070344910438|320|33548|82867006|2017-04-01|75403.0|5|15080.6
218127958209413958|320|33548|16968251|2017-04-01|37853.0|5|7570.6
218127958209413958|320|33548|83087758|2017-04-01|39188.0|5|7837.6
218127958209413958|320|33548|95314408|2017-04-01|38544.0|5|7708.8
218192137829715874|320|33548|17253086|2017-04-01|74958.0|5|14991.6
220509608289723047|320|33548|28191897|2017-04-01|38486.0|5|7697.2
220509608289723047|320|33548|44893920|2017-04-01|77011.0|5|15402.2
220509608289723047|320|33548|50044476|2017-04-01|76760.0|5|15352.0
220509608289723047|320|33548|98888993|2017-04-01|76441.0|5|15288.2
221175414943042727|320|33548|73086785|2017-04-01|37977.0|5|7595.4
221175414943042727|320|33548|79354932|2017-04-01|0.0|5|0.0
221949950260240843|320|33548|54993153|2017-04-01|74068.0|5|14813.6
222378369192818613|320|33548|21275153|2017-04-02|74825.0|5|14965.0
223528147581995544|320|33548|43394267|2017-03-31|40150.0|5|8030.0
226517878727352209|320|33548|15342349|2017-04-01|38139.0|5|7627.8
226517878727352209|320|33548|95168452|2017-04-01|79604.0|5|15920.8
228073356316386613|320|33548|7049334|2017-04-01|0.0|5|0.0
228111608899646706|320|33548|1018186|2017-04-01|75132.0|5|15026.4
228111608899646706|320|33548|2756977|2017-04-01|37234.0|5|7446.8
228111608899646706|320|33548|15212502|2017-04-01|75029.0|5|15005.8
229001472519407586|320|33548|93380656335|2017-04-01|74011.0|5|14802.2
229848651284499170|320|33548|7962679|2017-04-01|90362.0|5|18072.4
229848651284499170|320|33548|32455945|2017-04-01|87274.0|5|17454.8
230277151597034973|320|33548|24011522884|2017-04-02|74514.0|5|14902.8
230336531579718816|320|33548|40007095|2017-04-02|74959.0|5|14991.8
230336531579718816|320|33548|64398158|2017-04-01|38344.0|5|7668.8
230336531579718816|320|33548|85558236|2017-04-02|38192.0|5|7638.4
230336531579718816|320|33548|98695923|2017-04-01|75119.0|5|15023.8
231936572427983916|320|33548|986087662871|2017-04-01|74298.0|5|14859.6
233325701600416782|320|33548|79425249|2017-04-02|76125.0|5|15225.0
233325701600416782|320|33548|90747159|2017-04-02|76719.0|5|15343.8
234059046370186744|320|33548|89314681|2017-04-01|38359.0|5|7671.8
234847179913334753|320|33548|49008421|2017-04-01|75077.0|5|15015.4
235288558331622680|320|33548|41511753|2017-04-01|0.0|5|0.0
235288558331622680|320|33548|47575955|2017-03-31|84819.0|5|16963.8
236266292097104157|320|33548|643651399031|2017-04-01|74761.0|5|14952.2
237722127016871642|320|33548|61449810|2017-04-02|39099.0|5|7819.8
237722127016871642|320|33548|78091961|2017-04-02|75117.0|5|15023.4
238159359790263734|320|33548|98784080|2017-04-02|39157.0|5|7831.4
238599409212370502|320|33548|2954571|2017-04-01|74343.0|5|14868.6
238599409212370502|320|33548|44099315|2017-04-01|37919.0|5|7583.8
238599409212370502|320|33548|87892941|2017-04-01|37145.0|3|12381.6666667
239176755462384652|320|33548|20405046|2017-04-02|38823.0|5|7764.6
239441243608737641|320|33548|57196255|2017-04-02|37499.0|5|7499.8
239932888002853380|320|33548|77990648|2017-04-02|72565.0|5|14513.0
241275636369458536|320|33548|30141660|2017-03-31|76264.0|5|15252.8
241275636369458536|320|33548|58602110|2017-03-31|37544.0|5|7508.8
241793814211227362|320|33548|380981438546|2017-03-31|39919.0|5|7983.8
241978199453204256|320|33548|5289751|2017-04-01|75642.0|5|15128.4
241978199453204256|320|33548|53859076|2017-04-01|37786.0|5|7557.2
243527072112272972|320|33548|1505977|2017-04-01|37326.0|5|7465.2
243527072112272972|320|33548|16058635|2017-04-01|37408.0|5|7481.6
243527072112272972|320|33548|53785082|2017-04-01|37437.0|5|7487.4
243527072112272972|320|33548|69259040|2017-04-01|37606.0|5|7521.2
245554911746649971|320|33548|57348224|2017-04-02|0.0|5|0.0
245563408073909560|320|33548|99870278|2017-04-01|37290.0|5|7458.0
245888327776771206|320|33548|8949295|2017-04-01|76312.0|5|15262.4
245888327776771206|320|33548|64853049|2017-04-01|39298.0|5|7859.6
245888327776771206|320|33548|78717571|2017-04-01|75873.0|5|15174.6
245888327776771206|320|33548|90226510|2017-04-01|75369.0|5|15073.8
246833931101472239|320|33548|47894786|2017-04-01|31163.0|5|6232.6
247200051662661026|320|33548|93427011|2017-04-02|88629.0|5|17725.8
249360146879785890|320|33548|66188465|2017-04-01|45307.0|4|11326.75
249360146879785890|320|33548|76052984|2017-04-01|38126.0|5|7625.2
250210764922173919|320|33548|82260296|2017-04-01|0.0|5|0.0
250210764922173919|320|33548|92265774|2017-04-01|41804.0|5|8360.8
251072020397520549|320|33548|7804249|2017-04-02|77150.0|5|15430.0
252583420543932715|320|33548|19032431|2017-04-02|80483.0|5|16096.6
252583420543932715|320|33548|45533930|2017-04-02|80390.0|5|16078.0
252583420543932715|320|33548|87807304|2017-04-01|68861.0|5|13772.2
253113776452090994|320|33548|29048182|2017-04-02|75855.0|5|15171.0
253219645602543962|320|33548|80525259|2017-04-01|78756.0|5|15751.2
253688666942877818|320|33548|61686767|2017-04-01|37404.0|5|7480.8
254600116657320794|320|33548|4829650|2017-04-01|75263.0|5|15052.6
254600116657320794|320|33548|30720320|2017-04-02|75223.0|5|15044.6
254600116657320794|320|33548|36034323|2017-04-02|75730.0|5|15146.0
254600116657320794|320|33548|64770961|2017-04-01|37757.0|5|7551.4
254600116657320794|320|33548|84387385|2017-04-01|76379.0|5|15275.8
